Keyword Rank,Target Keyword,Business Name,Category,Primary Phone,Phone Source,Secondary Phones,Secondary Phone Sources,Primary Email / Gmail,Email Source,LinkedIn Owner Name,LinkedIn Owner Title,LinkedIn Owner Email,Website,Facebook,Instagram,LinkedIn,Address,GMB Rating,GMB Reviews Count,Google Maps Link
#1,realestate in faislabad in Samundri Road Pakistan,"BISMILLAH ESTATE & BUILDERS, CITI HOUSING",Not Found,+92 300 7414567,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,"https://www.google.com/maps/place/BISMILLAH+ESTATE+%26+BUILDERS,+CITI+HOUSING/data=!4m7!3m6!1s0x39225d007d329093:0x1df30dda2c9c957e!8m2!3d31.3274155!4d73.085826!16s%2Fg%2F11x2srgkhr!19sChIJk5AyfQBdIjkRfpWcLNoN8x0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1"
#1,realestate in faislabad in Samundri Road Pakistan,Pasha Estate & Builders,Not Found,+92 300 7912550,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Pasha+Estate+%26+Builders/data=!4m7!3m6!1s0x39225da0538c9e2b:0xf90e8ed9a80b41b3!8m2!3d31.3443605!4d73.0656483!16s%2Fg%2F11f54zp4b5!19sChIJK56MU6BdIjkRs0ELqNmODvk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,ABDULLAH REAL ESTATE,Not Found,+92 300 6640043,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/ABDULLAH+REAL+ESTATE/data=!4m7!3m6!1s0x39225d0007bb26df:0xef3a163a642bfa26!8m2!3d31.3446072!4d73.065422!16s%2Fg%2F11z6bkwrg8!19sChIJ3ya7BwBdIjkRJvorZDoWOu8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Naqvi estate agency faisalabad,Not Found,+92 300 0787906,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Naqvi+estate+agency+faisalabad/data=!4m7!3m6!1s0x3922697e140701d5:0x8e2cc44de6df30a0!8m2!3d31.4112598!4d73.0955368!16s%2Fg%2F11fsnzdqr2!19sChIJ1QEHFH5pIjkRoDDf5k3ELI4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,MK Real Estate,Not Found,+92 323 2354752,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/MK+Real+Estate/data=!4m7!3m6!1s0x39225d0e9582302b:0xcdcd646c13f8292c!8m2!3d31.3519987!4d73.0664347!16s%2Fg%2F11t9cd8ss3!19sChIJKzCClQ5dIjkRLCn4E2xkzc0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,LandMark Real Estate & Developers Faisalabad | Property Dealers,Not Found,+92 301 7078008,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/LandMark+Real+Estate+%26+Developers+Faisalabad+%7C+Property+Dealers/data=!4m7!3m6!1s0x392269b74827fe23:0x264ce9001ce5291c!8m2!3d31.4337523!4d73.1430955!16s%2Fg%2F11q7f1_274!19sChIJI_4nSLdpIjkRHCnlHADpTCY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Abu Turab Estate & Developers,Not Found,+92 323 6030550,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Abu+Turab+Estate+%26+Developers/data=!4m7!3m6!1s0x39224105bdfa3d15:0xefc4eb0c34d58b0a!8m2!3d31.3286905!4d73.1130586!16s%2Fg%2F11pwwv0zf6!19sChIJFT36vQVBIjkRCovVNAzrxO8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,"Makkah Real Estate, Citi Housing",Not Found,+92 300 8133047,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,"https://www.google.com/maps/place/Makkah+Real+Estate,+Citi+Housing/data=!4m7!3m6!1s0x39225d7ef51d80d3:0xfb816d5d9db19d84!8m2!3d31.3272722!4d73.0866343!16s%2Fg%2F11rwln0ld0!19sChIJ04Ad9X5dIjkRhJ2xnV1tgfs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1"
#1,realestate in faislabad in Samundri Road Pakistan,Faisalabad Realtors,Not Found,+92 300 8261111,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Faisalabad+Realtors/data=!4m7!3m6!1s0x39226925d3b65a37:0xe0babd5089e745b6!8m2!3d31.4124872!4d73.1150798!16s%2Fg%2F11h5pnt29v!19sChIJN1q20yVpIjkRtkXniVC9uuA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Real State Agency,Not Found,Not Found,,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Real+State+Agency/data=!4m7!3m6!1s0x39225db838ddc335:0x6192dea9fc3850a!8m2!3d31.3684675!4d73.0704915!16s%2Fg%2F11j3848p03!19sChIJNcPdOLhdIjkRCoXDn-otGQY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Sial Enterprises,Not Found,+92 300 7832648,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Sial+Enterprises/data=!4m7!3m6!1s0x88eb3e706ac18a57:0xeb026c747873112a!8m2!3d31.3515561!4d73.0658715!16s%2Fg%2F11ypcdy5vw!19sChIJV4rBanA-64gRKhFzeHRsAus?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Rajpoot Real Estate,Not Found,+92 306 6120708,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Rajpoot+Real+Estate/data=!4m7!3m6!1s0x39225d00555cb0f5:0xd8de6b0635522eb3!8m2!3d31.348823!4d73.0697666!16s%2Fg%2F11ldgvd4xg!19sChIJ9bBcVQBdIjkRsy5SNQZr3tg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Faisalabad Property Network,Not Found,+92 300 2631263,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Faisalabad+Property+Network/data=!4m7!3m6!1s0x39225dd5b00073cd:0x468dc34b59f1ac13!8m2!3d31.3505885!4d73.0676831!16s%2Fg%2F11zd7wrgb8!19sChIJzXMAsNVdIjkRE6zxWUvDjUY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Rajpoot Real Estate Madina Block Sehgal City Samundari Rd,Not Found,Not Found,,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Rajpoot+Real+Estate+Madina+Block+Sehgal+City+Samundari+Rd/data=!4m7!3m6!1s0x39225d01b5bd7add:0x2d232cf4a0e50fe0!8m2!3d31.3466405!4d73.0723089!16s%2Fg%2F11fp93m7t9!19sChIJ3Xq9tQFdIjkR4A_loPQsIy0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Madni real estate,Not Found,+92 303 7938585,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Madni+real+estate/data=!4m7!3m6!1s0x39225d1bc019ad3d:0xc92b0a2d882918ba!8m2!3d31.3476799!4d73.0580306!16s%2Fg%2F11h24dtjf8!19sChIJPa0ZwBtdIjkRuhgpiC0KK8k?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Naqvi estate agency faisalabad,Not Found,+92 300 0787906,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Naqvi+estate+agency+faisalabad/data=!4m7!3m6!1s0x3922697e140701d5:0x8e2cc44de6df30a0!8m2!3d31.4112598!4d73.0955368!16s%2Fg%2F11fsnzdqr2!19sChIJ1QEHFH5pIjkRoDDf5k3ELI4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Allied Housing,Not Found,+92 321 2220242,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Allied+Housing/data=!4m7!3m6!1s0x39225dcb960dc0b9:0x648b291e95caf80b!8m2!3d31.3255351!4d73.0408169!16s%2Fg%2F1yfdpfjpf!19sChIJucANlstdIjkRC_jKlR4pi2Q?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Gulshan Estate,Not Found,+92 309 4399577,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Gulshan+Estate/data=!4m7!3m6!1s0x39226744f730095d:0x6593fb26162c09b0!8m2!3d31.328724!4d73.1128107!16s%2Fg%2F11krclp9_b!19sChIJXQkw90RnIjkRsAksFib7k2U?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Madni real estate,Not Found,+92 303 7938585,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Madni+real+estate/data=!4m7!3m6!1s0x39225d1bc019ad3d:0xc92b0a2d882918ba!8m2!3d31.3476799!4d73.0580306!16s%2Fg%2F11h24dtjf8!19sChIJPa0ZwBtdIjkRuhgpiC0KK8k?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Al Hassan Real Estate,Not Found,+92 320 3569191,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Al+Hassan+Real+Estate/data=!4m7!3m6!1s0x39225d0064769cc5:0xfaa341a7e1ac7fbf!8m2!3d31.3446333!4d73.0653739!16s%2Fg%2F11y8hq5gd6!19sChIJxZx2ZABdIjkRv3-s4adBo_o?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Real State Agency,Not Found,Not Found,,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Real+State+Agency/data=!4m7!3m6!1s0x39225db838ddc335:0x6192dea9fc3850a!8m2!3d31.3684675!4d73.0704915!16s%2Fg%2F11j3848p03!19sChIJNcPdOLhdIjkRCoXDn-otGQY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Al-Kousar Real Estate Agency Faisalabad,Not Found,+92 304 5500550,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Al-Kousar+Real+Estate+Agency+Faisalabad/data=!4m7!3m6!1s0x392243358ef30cfb:0x7fc0939caa13e404!8m2!3d31.4104773!4d73.0336455!16s%2Fg%2F11rkp0j07m!19sChIJ-wzzjjVDIjkRBOQTqpyTwH8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Faisalabad Realtors,Not Found,+92 300 8261111,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Faisalabad+Realtors/data=!4m7!3m6!1s0x39226925d3b65a37:0xe0babd5089e745b6!8m2!3d31.4124872!4d73.1150798!16s%2Fg%2F11h5pnt29v!19sChIJN1q20yVpIjkRtkXniVC9uuA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Haider Valley Faisalabad,Not Found,+92 300 4887322,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Haider+Valley+Faisalabad/data=!4m7!3m6!1s0x39225d4221b2f5e7:0xcaebc55b011324a7!8m2!3d31.3639709!4d73.0787134!16s%2Fg%2F11hfxt685f!19sChIJ5_WyIUJdIjkRpyQTAVvF68o?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,MADINA ESTSTE AGENCY,Not Found,+92 321 6601702,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/MADINA+ESTSTE+AGENCY/data=!4m7!3m6!1s0x392269a33e33ddeb:0x95a02db052f59222!8m2!3d31.4201878!4d73.117001!16s%2Fg%2F11htyt_12k!19sChIJ690zPqNpIjkRIpL1UrAtoJU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Site Selectors,Not Found,+92 328 7222282,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Site+Selectors/data=!4m7!3m6!1s0x39225d0013cd611f:0xf55bae1d645973ba!8m2!3d31.329152!4d73.1133646!16s%2Fg%2F11x76pdl_w!19sChIJH2HNEwBdIjkRunNZZB2uW_U?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Lyallpur Gold city Samundri road Bypass Fsd,Not Found,+92 306 7993276,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Lyallpur+Gold+city+Samundri+road+Bypass+Fsd/data=!4m7!3m6!1s0x39225d1185cb5331:0xa2c4b08729adb8e5!8m2!3d31.3290526!4d73.1060033!16s%2Fg%2F11vz8dy88f!19sChIJMVPLhRFdIjkR5bitKYewxKI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Rajpoot Real Estate Madina Block Sehgal City Samundari Rd,Not Found,Not Found,,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Rajpoot+Real+Estate+Madina+Block+Sehgal+City+Samundari+Rd/data=!4m7!3m6!1s0x39225d01b5bd7add:0x2d232cf4a0e50fe0!8m2!3d31.3466405!4d73.0723089!16s%2Fg%2F11fp93m7t9!19sChIJ3Xq9tQFdIjkR4A_loPQsIy0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Gill Real Estate and Developers,Not Found,+92 301 6010102,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Gill+Real+Estate+and+Developers/data=!4m7!3m6!1s0x39225de47d71a91d:0xdbbf13d5d32228d8!8m2!3d31.3400625!4d73.0778125!16s%2Fg%2F11vdg5vyhp!19sChIJHalxfeRdIjkR2Cgi09UTv9s?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Canal View Housing Scheme,Not Found,+92 333 6242663,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Canal+View+Housing+Scheme/data=!4m7!3m6!1s0x39225d87f38467af:0x1795e9adc2e6c79b!8m2!3d31.3302847!4d73.0490593!16s%2Fg%2F11g0swp11s!19sChIJr2eE84ddIjkRm8fmwq3plRc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,PRIME GROUP ESTATE DEVELOPER,Not Found,+92 41 5224536,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/PRIME+GROUP+ESTATE+DEVELOPER/data=!4m7!3m6!1s0x39225d8e4a0e9c3f:0xce8645af6722d396!8m2!3d31.350868!4d73.0669264!16s%2Fg%2F11fmrpk3py!19sChIJP5wOSo5dIjkRltMiZ69Fhs4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,MGG Real Estate & Developers,Not Found,+92 307 2392732,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/MGG+Real+Estate+%26+Developers/data=!4m7!3m6!1s0x392269d17e365e2d:0x493e336563c4dfb7!8m2!3d31.4268367!4d73.149734!16s%2Fg%2F11tdcn5cfq!19sChIJLV42ftFpIjkRt9_EY2UzPkk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,90 Degree Builders and Realtors,Not Found,+92 304 7176000,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/90+Degree+Builders+and+Realtors/data=!4m7!3m6!1s0x39225d0079e4104f:0x1365207e66b6ea83!8m2!3d31.3465864!4d73.0599561!16s%2Fg%2F11zk839sjk!19sChIJTxDkeQBdIjkRg-q2Zn4gZRM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Swiss99,Not Found,+92 324 1100000,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Swiss99/data=!4m7!3m6!1s0x39225d0061737eb1:0x1b016726464be320!8m2!3d31.3297153!4d73.0825205!16s%2Fg%2F11zd46c9fk!19sChIJsX5zYQBdIjkRIONLRiZnARs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Sufi Barkat Estate Linkers,Not Found,+92 306 6063599,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Sufi+Barkat+Estate+Linkers/data=!4m7!3m6!1s0x39225d9655514f3d:0xaec5a0dc78ff04e7!8m2!3d31.3574815!4d73.0743272!16s%2Fg%2F11l5h35hn0!19sChIJPU9RVZZdIjkR5wT_eNygxa4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Citi Housing Faisalabad Samundri Road,Not Found,+92 41 111 555 551,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Citi+Housing+Faisalabad+Samundri+Road/data=!4m7!3m6!1s0x39225d8ccc8b6895:0xc25ef0c2eb2d363!8m2!3d31.3232547!4d73.0783416!16s%2Fg%2F11gcq5_fkd!19sChIJlWiLzIxdIjkRY9OyLgzvJQw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Mian Brothers Estate Agency,Not Found,Not Found,,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Mian+Brothers+Estate+Agency/data=!4m7!3m6!1s0x392242a505bff8c1:0xdacb8a32f9bdd9d!8m2!3d31.4115728!4d73.0784479!16s%2Fg%2F11bbvpn74p!19sChIJwfi_BaVCIjkRnd2bL6O4rA0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Rawal Rajput Estate Advisor,Not Found,+92 321 5116199,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Rawal+Rajput+Estate+Advisor/data=!4m7!3m6!1s0x39225de3641f4ebb:0x858d660950d89c7a!8m2!3d31.341197!4d73.0685665!16s%2Fg%2F11kqscsdwt!19sChIJu04fZONdIjkRepzYUAlmjYU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,UMAR Garden Housing Society,Not Found,+92 322 7766271,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/UMAR+Garden+Housing+Society/data=!4m7!3m6!1s0x39225d8163d83971:0x5d1b113e23795faa!8m2!3d31.3276072!4d73.0479894!16s%2Fg%2F11kkvdh9_9!19sChIJcTnYY4FdIjkRql95Iz4RG10?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Property Bank Real Estate,Not Found,+92 302 8658450,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Property+Bank+Real+Estate/data=!4m7!3m6!1s0x39225d2575e1b017:0xbf4d2928348660e!8m2!3d31.3384061!4d73.0644122!16s%2Fg%2F11t_kngqsv!19sChIJF7DhdSVdIjkRDmZIg5LS9As?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Atta Mustafa Real Estate Agents and Developer,Not Found,+92 322 9938864,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Atta+Mustafa+Real+Estate+Agents+and+Developer/data=!4m7!3m6!1s0x39225d6afe99092d:0x39b9cc561b87c321!8m2!3d31.3753864!4d73.0721153!16s%2Fg%2F11sqg0z0ql!19sChIJLQmZ_mpdIjkRIcOHG1bMuTk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Rana Estate Agency,Not Found,+92 301 7090607,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Rana+Estate+Agency/data=!4m7!3m6!1s0x39225de0a52adb09:0x61f8b37a504433df!8m2!3d31.3594171!4d73.0717596!16s%2Fg%2F11r8t38qqs!19sChIJCdsqpeBdIjkR3zNEUHqz-GE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,G M Estate,Not Found,+92 307 2233335,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/G+M+Estate/data=!4m7!3m6!1s0x392267b05d022e41:0x355835543cc9136d!8m2!3d31.3735782!4d73.1238061!16s%2Fg%2F11df0507h3!19sChIJQS4CXbBnIjkRbRPJPFQ1WDU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Dream land villas,Not Found,+92 309 1781240,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Dream+land+villas/data=!4m7!3m6!1s0x39225d41b9491137:0x3e56a0b41a65a342!8m2!3d31.3512734!4d73.0634935!16s%2Fg%2F11js2q_3lt!19sChIJNxFJuUFdIjkRQqNlGrSgVj4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,KASHAN-ESTATE-ADVISOR,Not Found,+92 300 0065148,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/KASHAN-ESTATE-ADVISOR/data=!4m7!3m6!1s0x39225d00626a679f:0x9ac16be2c4a449a!8m2!3d31.3593909!4d73.0637571!16s%2Fg%2F11yyxk3zb2!19sChIJn2dqYgBdIjkRmkRKLL4WrAk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Almaida Marketing,Not Found,+92 301 9669188,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Almaida+Marketing/data=!4m7!3m6!1s0x392267000083e5c3:0x10a025b5019d4093!8m2!3d31.328506!4d73.112638!16s%2Fg%2F11yzsdg7kr!19sChIJw-WDAABnIjkRk0CdAbUloBA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Allied City & Market,Not Found,+92 301 0950000,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Allied+City+%26+Market/data=!4m7!3m6!1s0x39225db272919405:0x4ecb50539f06d56f!8m2!3d31.3582256!4d73.0656193!16s%2Fg%2F11j7c46w8z!19sChIJBZSRcrJdIjkRb9UGn1NQy04?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Azeem Estate Agency,Not Found,+92 321 8669086,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Azeem+Estate+Agency/data=!4m7!3m6!1s0x39226869748ce861:0x86e0dfb9e1f1c6da!8m2!3d31.422804!4d73.1184866!16s%2Fg%2F12mkz5_9k!19sChIJYeiMdGloIjkR2sbx4bnf4IY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
#1,realestate in faislabad in Samundri Road Pakistan,Deen’s Paradise Phase 1,Not Found,+92 300 7507995,Google Maps,,,Not Found,,,Owner / Executive,,Not Found,,,,Not Found,Not Found,0,https://www.google.com/maps/place/Deen%E2%80%99s+Paradise+Phase+1/data=!4m7!3m6!1s0x39225d5d939fd37b:0xe4ba4921225da0a8!8m2!3d31.3528776!4d73.0547747!16s%2Fg%2F11gtyqm27_!19sChIJe9Ofk11dIjkRqKBdIiFJuuQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1
